ko_id,name,label
K05662,"ATP-binding cassette, subfamily B (MDR/TAP), member 7",ko
K05428,"interleukin 5",ko
K20851,"alpha-agarase [EC:3.2.1.158]",ko
K17060,"two-component system, sensor histidine kinase AauS [EC:2.7.13.3]",ko
K00052,"3-isopropylmalate dehydrogenase [EC:1.1.1.85]",ko
K09904,"uncharacterized protein",ko
K08171,"MFS transporter, OPA family, solute carrier family 37 (glycerol-6-phosphate transporter), member 4",ko
K22994,"pectate disaccharide-lyase [EC:4.2.2.9]",ko
K03835,"tryptophan-specific transport protein",ko
K14301,"nuclear pore complex protein Nup107",ko
K18945,"sliding clamp loader",ko
K11371,"ADA HAT complex component 2",ko
K20129,"rabankyrin-5",ko
K22053,"(4S)-beta-phellandrene synthase (geranyl-diphosphate-cyclizing) [EC:4.2.3.52]",ko
K05739,"uncharacterized protein",ko
K10255,"acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]",ko
K15218,"RNA polymerase I-specific transcription initiation factor RRN6",ko
K05243,"oxytocin-neurophysin 1",ko
K05960,"tau-protein kinase [EC:2.7.11.26]",ko
K10995,"cell cycle checkpoint control protein RAD9B",ko
K02853,"enterobacterial common antigen polymerase [EC:2.4.1.-]",ko
K10085,"ER degradation enhancer, mannosidase alpha-like 2",ko
K02640,"cytochrome b6-f complex subunit 5",ko
K14562,"Treacher Collins syndrome protein",ko
K21554,"CREB3 regulatory factor",ko
K08895,"tyrosine-protein kinase Srms [EC:2.7.10.2]",ko
K19824,"rubrerythrin",ko
K03655,"ATP-dependent DNA helicase RecG [EC:3.6.4.12]",ko
K11918,"type VI secretion system protein",ko
K04012,"complement receptor type 2",ko
K12755,"myosin regulatory light chain 9",ko
K14886,"small nucleolar RNA snR60",ko
K17637,"exocyst complex component 2",ko
K22016,"mucin-3/17",ko
K16468,"centrobin",ko
K11343,"MRG-binding protein",ko
K11441,"dehydrogluconokinase [EC:2.7.1.13]",ko
K19053,"chondroitin B lyase [EC:4.2.2.19]",ko
K05412,"CD80 antigen",ko
K19831,"interferon induced transmembrane protein 1",ko
K23361,"MFS transporter, DHA1 family, staphyloferrin B biosynthesis exporter",ko
K10285,"F-box and leucine-rich repeat protein 19",ko
K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",ko
K05861,"phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]",ko
K09057,"hepatic leukemia factor",ko
K21406,"activating transcription factor 3",ko
K05821,"aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]",ko
K18893,"ATP-binding cassette, subfamily B, multidrug efflux pump",ko
K21489,"toxin YokI [EC:3.1.-.-]",ko
K07663,"two-component system, OmpR family, catabolic regulation response regulator CreB",ko
K18111,"(+)-beta-caryophyllene/(+)-caryolan-1-ol synthase [EC:4.2.3.89 4.2.1.138]",ko
K02410,"flagellar motor switch protein FliG",ko
K05184,"gamma-aminobutyric acid receptor subunit delta",ko
K01053,"gluconolactonase [EC:3.1.1.17]",ko
K07364,"tyrosine-protein kinase Tec [EC:2.7.10.2]",ko
K11519,"Derlin-1",ko
K21737,"acyl-lipid Delta6-acetylenase / acyl-lipid (9-3)-desaturase [EC:1.14.19.38 1.14.19.47]",ko
K21860,"KSHV OX-2 membrane glycoprotein",ko
K22939,"immediate early response 3-interacting protein 1",ko
K20239,"spermidine disinapoyl transferase [EC:2.3.1.248]",ko
K01505,"1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]",ko
K06814,"cadherin-like 24",ko
K16355,"leucine-rich repeat and fibronectin type-III domain-containing protein 2",ko
K02086,"DNA replication protein",ko
K13330,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]",ko
K22615,"NLR family CARD domain containing 5",ko
K11672,"actin-related protein 5",ko
K22578,"sesamin methylene transferase [EC:2.1.5.1]",ko
K21886,"ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor",ko
K21591,"teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]",ko
K01764,"cytochrome c heme-lyase [EC:4.4.1.17]",ko
K07463,"archaea-specific RecJ-like exonuclease",ko
K11770,"chromatin structure-remodeling complex subunit SFH1",ko
K22332,"beta-lactamase class D OXA-548 [EC:3.5.2.6]",ko
K21048,"HCMV membrane glycoprotein UL142",ko
K10663,"E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]",ko
K14198,"staphylokinase",ko
K14563,"rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]",ko
K00905,"[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]",ko
K17337,"cellular retinoic acid-binding protein 1",ko
K03955,"NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein",ko
K06696,"proteasome activator subunit 1 (PA28 alpha)",ko
K23529,"2-hydroxy-1,4-benzoquinone reductase [EC:1.6.5.7]",ko
K05024,"chloride intracellular channel protein 4",ko
K01429,"urease subunit beta [EC:3.5.1.5]",ko
K20468,"putative heme transporter",ko
K19869,"thioredoxin domain-containing protein 6",ko
K07661,"two-component system, OmpR family, response regulator RstA",ko
K22926,"UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]",ko
K09991,"uncharacterized protein",ko
K22964,"pre-alpha-onocerin synthase [EC:5.4.99.65]",ko
K19148,"small toxic protein TisB",ko
K23066,"swainsonine biosynthesis dioxygenase SwnH1/2 [EC:1.14.11.-]",ko
K13992,"photosynthetic reaction center cytochrome c subunit",ko
K02615,"3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]",ko
K13173,"arginine and glutamate-rich protein 1",ko
K22548,"trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]",ko
K23570,"ER membrane protein complex subunit 10",ko
K15458,"SIT4-associating protein SAP185/190",ko
K03651,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",ko
K10947,"PadR family transcriptional regulator, regulatory protein PadR",ko
K10295,"F-box protein 9",ko
K07561,"2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]",ko
K20586,"oxidoreductase",ko
K07640,"two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]",ko
K12960,"5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]",ko
K17184,"microRNA 185",ko
K06778,"receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]",ko
K02770,"fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]",ko
K00309,"dimethylglycine oxidase [EC:1.5.3.10]",ko
K19122,"CRISPR-associated protein Csc3",ko
K16677,"dachs",ko
K14940,"gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]",ko
K04496,"C-terminal binding protein",ko
K12663,"Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21]",ko
K15771,"arabinogalactan oligomer / maltooligosaccharide transport system permease protein",ko
K21419,"arginyl-tRNA---protein transferase [EC:2.3.2.8]",ko
K17286,"erythrocyte band 7 integral membrane protein",ko
K02662,"type IV pilus assembly protein PilM",ko
K13121,"protein FRA10AC1",ko
K13940,"dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]",ko
K08777,"neutral peptidase B [EC:3.4.24.-]",ko
K21217,"sodium-type polar flagellar protein MotX",ko
K03103,"multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]",ko
K10527,"enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]",ko
K06873,"uncharacterized protein",ko
K11427,"[histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]",ko
K23302,"menaquinone reductase, molybdopterin-binding-like subunit",ko
K18009,"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]",ko
K17496,"mitochondrial import inner membrane translocase subunit TIM50",ko
K02639,"ferredoxin",ko
K15304,"Ran-binding protein 3",ko
K05512,"C-C motif chemokine 19",ko
K11982,"E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]",ko
K17974,"protein JSN1",ko
K16977,"microRNA 9",ko
K17717,"phospholipase D [EC:3.1.4.4]",ko
K10470,"kelch repeat and BTB domain-containing protein 2",ko
K14916,"small nucleolar RNA snR32",ko
K20516,"copal-8-ol diphosphate hydratase [EC:4.2.1.133]",ko
K10269,"F-box and leucine-rich repeat protein 3",ko
K16091,"Fe(3+) dicitrate transport protein",ko
K16660,"reticulon-4 receptor-like 1",ko
K22748,"[histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]",ko
K04711,"dihydroceramidase [EC:3.5.1.-]",ko
K13613,"polyketide synthase PksM",ko
K12937,"cyanidin-3-O-glucoside 2''-O-glucuronosyltransferase [EC:2.4.1.254]",ko
K21393,"TRAP-type transport system large permease protein",ko
K18007,"NAD-reducing hydrogenase small subunit [EC:1.12.1.2]",ko
K18792,"beta-lactamase class D OXA-10 [EC:3.5.2.6]",ko
K23153,"nocamycin O-methyltransferase [EC:2.1.1.351]",ko
K15225,"transcription termination factor 1",ko
K23395,"GDP-mannose:di-myo-inositol-1,3'-phosphate beta-1,2-mannosyltransferase [EC:2.4.1.361]",ko
K12406,"pyruvate kinase isozymes R/L [EC:2.7.1.40]",ko
K15686,"RNA-binding protein MEX3 [EC:2.3.2.27]",ko
K11951,"bicarbonate transport system permease protein",ko
K11642,"chromodomain-helicase-DNA-binding protein 3 [EC:3.6.4.12]",ko
K05708,"3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]",ko
K05812,"DTW domain-containing protein",ko
K23399,"MAX gene-associated protein",ko
K07940,"ADP-ribosylation factor 5",ko
K00326,"cytochrome-b5 reductase [EC:1.6.2.2]",ko
K01470,"creatinine amidohydrolase [EC:3.5.2.10]",ko
K09796,"periplasmic copper chaperone A",ko
K18126,"2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]",ko
K03674,"glutaredoxin 1",ko
K11236,"cell division control protein 24",ko
K16052,"MscS family membrane protein",ko
K02138,"F-type H+-transporting ATPase subunit d",ko
K01937,"CTP synthase [EC:6.3.4.2]",ko
K11948,"1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38]",ko
K19655,"spermatogenesis-associated protein 7",ko
K04649,"ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]",ko
K15941,"deoxynogalonate / 12-deoxyaklanonic acid monooxygenase [EC:1.13.12.22 1.13.12.-]",ko
K11867,"AMSH-like protease [EC:3.4.19.12]",ko
K01960,"pyruvate carboxylase subunit B [EC:6.4.1.1]",ko
K03116,"sec-independent protein translocase protein TatA",ko
K19980,"ADP-ribosyltransferase 2 / NAD+ glycohydrolase [EC:2.4.2.31 3.2.2.5]",ko
K16855,"U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]",ko
K08303,"putative protease [EC:3.4.-.-]",ko
K16116,"pristinamycin I synthetase 1",ko
K09828,"Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]",ko
K07214,"iron(III)-enterobactin esterase [EC:3.1.1.108]",ko
K02935,"large subunit ribosomal protein L7/L12",ko
K02501,"imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]",ko
K15579,"nitrate/nitrite transport system ATP-binding protein",ko
K10935,"toxin coregulated pilus biosynthesis protein F",ko
K11196,"fructose PTS system EIIC component",ko
K23140,"metastasis-suppressor KiSS-1",ko
K22445,"4,4'-diapolycopenoate synthase [EC:1.2.99.10]",ko
K05113,"Eph receptor B4 [EC:2.7.10.1]",ko
K11168,"dehydrogenase/reductase SDR family member 12 [EC:1.1.-.-]",ko
K07593,"MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 2",ko
K21272,"aurachin C monooxygenase/isomerase [EC:1.14.13.222]",ko
K16581,"tubulin polyglutamylase complex subunit 1",ko
K18241,"integral membrane protein 2A",ko
K13341,"peroxin-7",ko
K18232,"oleandomycin transport system ATP-binding protein",ko
K09384,"uncharacterized protein",ko
K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",ko
K00794,"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",ko
K02203,"phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]",ko
K01246,"DNA-3-methyladenine glycosylase I [EC:3.2.2.20]",ko
K13676,"UDP-xylose:glucoside alpha-1,3-xylosyltransferase [EC:2.4.2.-]",ko
K22862,"protein inturned",ko
K16141,"serum albumin",ko
K01494,"dCTP deaminase [EC:3.5.4.13]",ko
K04289,"lysophosphatidic acid receptor 1",ko
K12015,"tripartite motif-containing protein 39 [EC:2.3.2.27]",ko
K06046,"long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]",ko
K03845,"alpha-1,3-mannosyltransferase [EC:2.4.1.258]",ko
K03743,"nicotinamide-nucleotide amidase [EC:3.5.1.42]",ko
K02229,"precorrin-3B synthase [EC:1.14.13.83]",ko
K07532,"Rho guanine nucleotide exchange factor 12",ko
K08894,"protein tyrosine kinase 6 [EC:2.7.10.2]",ko
K14196,"immunoglobulin G-binding protein A",ko
K03352,"anaphase-promoting complex subunit 5",ko
K24544,"cytochrome P450 family 714 subfamily C",ko
K24421,"nebulin-related-anchoring protein",ko
K14422,"malonate semialdehyde decarboxylase [EC:4.1.1.-]",ko
K15833,"formate hydrogenlyase regulatory protein HycA",ko
K10440,"ribose transport system permease protein",ko
K02953,"small subunit ribosomal protein S13e",ko
K18310,"beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]",ko
K15533,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]",ko
K23759,"protein S100-A2",ko
K19851,"flocculation protein FLO11",ko
K12266,"anaerobic nitric oxide reductase transcription regulator",ko
K12019,"tripartite motif-containing protein 43/48/49/64/77",ko
K09403,"forkhead box protein J2/3",ko
K06544,"selectin P ligand",ko
K23130,"O157-antigen biosynthesis beta-1,3-glucosyltransferase",ko
K16277,"E3 ubiquitin-protein ligase DRIP [EC:2.3.2.27]",ko
K17276,"plastin-2",ko
K19803,"Kdo2-lipid A phosphotransferase [EC:2.7.4.29]",ko
K09405,"forkhead box protein L",ko
K12020,"tripartite motif-containing protein 44",ko
K07790,"putative membrane protein PagO",ko
K23108,"benzoate---CoA ligase [EC:6.2.1.25]",ko
K00230,"menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]",ko
K02812,"sorbose PTS system EIIA component [EC:2.7.1.206]",ko
K23184,"ferric citrate transport system ATP-binding protein [EC:7.2.2.18]",ko
K20227,"female sterile (1) M3, polehole",ko
K02489,"two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]",ko
K18954,"AraC family transcriptional regulator, transcriptional activator of pobA",ko
K08415,"G protein-coupled receptor 62",ko
K11524,"positive phototaxis protein PixI",ko
K24477,"target of Nesh-SH3",ko
K10434,"microtubule-associated protein 9",ko
K18193,"6.8 kDa mitochondrial proteolipid",ko
K04287,"G protein-coupled receptor 50",ko
K08214,"MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 18",ko
K12616,"enhancer of mRNA-decapping protein 4",ko
K23143,"tuberoinfundibular peptide of 39 residues",ko
K03077,"L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]",ko
K16234,"histidine transporter",ko
K05253,"thyrotropin-releasing hormone",ko
K19961,"6-hydroxyhexanoate dehydrogenase [EC:1.1.1.258]",ko
K14455,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]",ko
K01348,"urokinase plasminogen activator [EC:3.4.21.73]",ko
K11004,"ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",ko
K08444,"adhesion G protein-coupled receptor E3",ko
K16269,"cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]",ko
K08669,"HtrA serine peptidase 2 [EC:3.4.21.108]",ko
K04492,"lymphoid enhancer-binding factor 1",ko
K11472,"glycolate oxidase FAD binding subunit",ko
K11118,"RAP1-interacting factor 1",ko
K15744,"zeta-carotene isomerase [EC:5.2.1.12]",ko
K21615,"L-proline 4-hydroxylase [EC:1.14.11.57]",ko
K09404,"forkhead box protein K",ko
K10899,"ATP-dependent DNA helicase Q1 [EC:3.6.4.12]",ko
K07666,"two-component system, OmpR family, response regulator QseB",ko
K20071,"Rho GTPase-activating protein 26",ko
K11741,"quaternary ammonium compound-resistance protein SugE",ko
K03929,"para-nitrobenzyl esterase [EC:3.1.1.-]",ko
K24027,"protein melted",ko
K14468,"malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]",ko
K16472,"hydrolethalus syndrome protein 1",ko
K05129,"muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]",ko
K17050,"selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]",ko
K14846,"ribosome production factor 1",ko
K23852,"EF-hand calcium-binding domain-containing protein 7",ko
K17389,"microRNA 520c",ko
K16221,"transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)",ko
K01513,"ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]",ko
K15815,"lupeol synthase 2 [EC:5.4.99.39 5.4.99.40 5.4.99.41]",ko
K10004,"glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]",ko
K21074,"rpoH-modulating protein",ko
K11102,"proton glutamate symport protein",ko
K13857,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",ko
K11772,"SWI/SNF complex subunit SWI3",ko
K12668,"oligosaccharyltransferase complex subunit epsilon",ko
K20267,"type IV secretion system protein TrbH",ko
K19701,"aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]",ko
K21438,"ankyrin repeat domain-containing protein 23",ko
K21380,"acetyl-CoA-benzylalcohol acetyltransferase [EC:2.3.1.224]",ko
K02786,"lactose PTS system EIIA component [EC:2.7.1.207]",ko
K08301,"ribonuclease G [EC:3.1.26.-]",ko
K05462,"ephrin-A",ko
K20194,"Hermansky-Pudlak syndrome 4 protein",ko
K10755,"replication factor C subunit 2/4",ko
K13667,"EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]",ko
K12921,"taxadiene synthase [EC:4.2.3.17]",ko
K14018,"phospholipase A-2-activating protein",ko
K03663,"4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152]",ko
K24120,"mycoredoxin-dependent peroxiredoxin [EC:1.11.1.29]",ko
K21661,"KSHV inhibitor of apoptosis protein",ko
K21313,"T7 RNA polymerase [EC:2.7.7.6]",ko
K22747,"apoptosis-inducing factor 3",ko
K06998,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]",ko
K15832,"formate hydrogenlyase subunit 7",ko
K16289,"ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1]",ko
K03165,"DNA topoisomerase III [EC:5.6.2.1]",ko
K16474,"intraflagellar transport protein 88",ko
K03623,"ribonuclease inhibitor",ko
K11718,"UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]",ko
K22592,"AT-hook DNA-binding motif-containing protein 1",ko
K16288,"dual serine/threonine and tyrosine protein kinase [EC:2.7.12.1]",ko
K19331,"barttin (chloride channel Ka/b beta subunit)",ko
K00637,"sterol O-acyltransferase [EC:2.3.1.26]",ko
K13605,"bacteriochlorophyll c synthase [EC:2.5.1.-]",ko
K16368,"diacylglycerol kinase (CTP) [EC:2.7.1.174]",ko
K06004,"aspergillopepsin I [EC:3.4.23.18]",ko
K14712,"solute carrier family 39 (zinc transporter), member 6",ko
K03140,"transcription initiation factor TFIID/TFIIF subunit",ko
K07111,"uncharacterized protein",ko
K10040,"aspartate/glutamate/glutamine transport system permease protein",ko
K00813,"aspartate aminotransferase [EC:2.6.1.1]",ko
K24088,"recombination-promoting nuclease RpnC [EC:3.1.21.-]",ko
K15165,"mediator of RNA polymerase II transcription subunit 13, fungi type",ko
K09550,"prefoldin subunit 4",ko
K02247,"competence protein ComGE",ko
K23372,"L-2,3-diaminopropanoate---citrate ligase [EC:6.3.2.54]",ko
K15190,"7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]",ko
K05830,"LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.118 2.6.1.-]",ko
K09658,"dolichol phosphate-mannose biosynthesis regulatory protein",ko
K12584,"m7GpppX diphosphatase [EC:3.6.1.59]",ko
K08403,"G protein-coupled receptor 15",ko
K06522,"immunoglobulin superfamily, member 2/3",ko
K15745,"phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]",ko
K05455,"neuregulin 1",ko
K10282,"F-box and leucine-rich repeat protein 16",ko
K19625,"retinaldehyde-binding protein 1",ko
K21977,"phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]",ko
K15695,"E3 ubiquitin-protein ligase RNF103 [EC:2.3.2.27]",ko
K15559,"regulator of Ty1 transposition protein 103",ko
K15754,"2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, small subunit [EC:1.13.11.-]",ko
